GEO_ID,STATE,NAME,Local Tax rate state average,Local Tax Rate
0500000US46125,South Dakota,"Turner County, South Dakota",1.83%,1.815
0500000US46127,South Dakota,"Union County, South Dakota",1.83%,1.837
0500000US46129,South Dakota,"Walworth County, South Dakota",1.83%,1.811
0500000US46135,South Dakota,"Yankton County, South Dakota",1.83%,1.907
0500000US46137,South Dakota,"Ziebach County, South Dakota",1.83%,1.803
0500000US46107,South Dakota,"Potter County, South Dakota",1.83%,1.792
0500000US46063,South Dakota,"Harding County, South Dakota",1.83%,1.801
0500000US46119,South Dakota,"Sully County, South Dakota",1.83%,1.865
0500000US46021,South Dakota,"Campbell County, South Dakota",1.83%,1.802
0500000US46055,South Dakota,"Haakon County, South Dakota",1.83%,1.811
0500000US46105,South Dakota,"Perkins County, South Dakota",1.83%,1.746
0500000US46069,South Dakota,"Hyde County, South Dakota",1.83%,1.876
0500000US46089,South Dakota,"McPherson County, South Dakota",1.83%,1.88
0500000US46059,South Dakota,"Hand County, South Dakota",1.83%,1.663
0500000US46075,South Dakota,"Jones County, South Dakota",1.83%,1.799
0500000US47001,Tennessee,"Anderson County, Tennessee",2.45%,2.466
0500000US47003,Tennessee,"Bedford County, Tennessee",2.45%,2.313
0500000US47005,Tennessee,"Benton County, Tennessee",2.45%,2.468
0500000US47007,Tennessee,"Bledsoe County, Tennessee",2.45%,2.505
0500000US47009,Tennessee,"Blount County, Tennessee",2.45%,2.487
0500000US47011,Tennessee,"Bradley County, Tennessee",2.45%,2.395
0500000US47013,Tennessee,"Campbell County, Tennessee",2.45%,2.352
0500000US47015,Tennessee,"Cannon County, Tennessee",2.45%,2.411
0500000US47017,Tennessee,"Carroll County, Tennessee",2.45%,2.427
0500000US47019,Tennessee,"Carter County, Tennessee",2.45%,2.437
0500000US47021,Tennessee,"Cheatham County, Tennessee",2.45%,2.402
0500000US47023,Tennessee,"Chester County, Tennessee",2.45%,2.555
0500000US47025,Tennessee,"Claiborne County, Tennessee",2.45%,2.266
0500000US47027,Tennessee,"Clay County, Tennessee",2.45%,2.399
0500000US47029,Tennessee,"Cocke County, Tennessee",2.45%,2.439
0500000US47031,Tennessee,"Coffee County, Tennessee",2.45%,2.63
0500000US47033,Tennessee,"Crockett County, Tennessee",2.45%,2.265
0500000US47035,Tennessee,"Cumberland County, Tennessee",2.45%,2.573
0500000US47037,Tennessee,"Davidson County, Tennessee",2.45%,2.482
0500000US47039,Tennessee,"Decatur County, Tennessee",2.45%,2.493
0500000US47041,Tennessee,"DeKalb County, Tennessee",2.45%,2.411
0500000US47043,Tennessee,"Dickson County, Tennessee",2.45%,2.633
0500000US47045,Tennessee,"Dyer County, Tennessee",2.45%,2.461
0500000US47047,Tennessee,"Fayette County, Tennessee",2.45%,2.494
0500000US47049,Tennessee,"Fentress County, Tennessee",2.45%,2.401
0500000US47051,Tennessee,"Franklin County, Tennessee",2.45%,2.396
0500000US47053,Tennessee,"Gibson County, Tennessee",2.45%,2.356
0500000US47055,Tennessee,"Giles County, Tennessee",2.45%,2.414
0500000US47057,Tennessee,"Grainger County, Tennessee",2.45%,2.341
0500000US47059,Tennessee,"Greene County, Tennessee",2.45%,2.607
0500000US47061,Tennessee,"Grundy County, Tennessee",2.45%,2.486
0500000US47063,Tennessee,"Hamblen County, Tennessee",2.45%,2.455
0500000US47065,Tennessee,"Hamilton County, Tennessee",2.45%,2.487
0500000US47067,Tennessee,"Hancock County, Tennessee",2.45%,2.407
0500000US47069,Tennessee,"Hardeman County, Tennessee",2.45%,2.402
0500000US47071,Tennessee,"Hardin County, Tennessee",2.45%,2.603
0500000US47073,Tennessee,"Hawkins County, Tennessee",2.45%,2.346
0500000US47075,Tennessee,"Haywood County, Tennessee",2.45%,2.514
0500000US47077,Tennessee,"Henderson County, Tennessee",2.45%,2.449
0500000US47079,Tennessee,"Henry County, Tennessee",2.45%,2.475
0500000US47081,Tennessee,"Hickman County, Tennessee",2.45%,2.343
0500000US47083,Tennessee,"Houston County, Tennessee",2.45%,2.52
0500000US47085,Tennessee,"Humphreys County, Tennessee",2.45%,2.381
0500000US47087,Tennessee,"Jackson County, Tennessee",2.45%,2.456
0500000US47089,Tennessee,"Jefferson County, Tennessee",2.45%,2.47
0500000US47091,Tennessee,"Johnson County, Tennessee",2.45%,2.33
0500000US47093,Tennessee,"Knox County, Tennessee",2.45%,2.457
0500000US47095,Tennessee,"Lake County, Tennessee",2.45%,2.383
0500000US47097,Tennessee,"Lauderdale County, Tennessee",2.45%,2.549
0500000US47099,Tennessee,"Lawrence County, Tennessee",2.45%,2.499
0500000US47101,Tennessee,"Lewis County, Tennessee",2.45%,2.519
0500000US47103,Tennessee,"Lincoln County, Tennessee",2.45%,2.324
0500000US47105,Tennessee,"Loudon County, Tennessee",2.45%,2.406
0500000US47107,Tennessee,"McMinn County, Tennessee",2.45%,2.437
0500000US47109,Tennessee,"McNairy County, Tennessee",2.45%,2.636
0500000US47111,Tennessee,"Macon County, Tennessee",2.45%,2.639
0500000US47113,Tennessee,"Madison County, Tennessee",2.45%,2.548
0500000US47115,Tennessee,"Marion County, Tennessee",2.45%,2.446
0500000US47117,Tennessee,"Marshall County, Tennessee",2.45%,2.527
0500000US47119,Tennessee,"Maury County, Tennessee",2.45%,2.493
0500000US47121,Tennessee,"Meigs County, Tennessee",2.45%,2.392
0500000US47123,Tennessee,"Monroe County, Tennessee",2.45%,2.297
0500000US47125,Tennessee,"Montgomery County, Tennessee",2.45%,2.475
0500000US47127,Tennessee,"Moore County, Tennessee",2.45%,2.378
0500000US47129,Tennessee,"Morgan County, Tennessee",2.45%,2.33
0500000US47131,Tennessee,"Obion County, Tennessee",2.45%,2.377
0500000US47133,Tennessee,"Overton County, Tennessee",2.45%,2.461
0500000US47135,Tennessee,"Perry County, Tennessee",2.45%,2.5
0500000US47137,Tennessee,"Pickett County, Tennessee",2.45%,2.467
0500000US47139,Tennessee,"Polk County, Tennessee",2.45%,2.405
0500000US47141,Tennessee,"Putnam County, Tennessee",2.45%,2.394
0500000US47143,Tennessee,"Rhea County, Tennessee",2.45%,2.536
0500000US47145,Tennessee,"Roane County, Tennessee",2.45%,2.488
0500000US47147,Tennessee,"Robertson County, Tennessee",2.45%,2.401
0500000US47149,Tennessee,"Rutherford County, Tennessee",2.45%,2.566
0500000US47151,Tennessee,"Scott County, Tennessee",2.45%,2.517
0500000US47153,Tennessee,"Sequatchie County, Tennessee",2.45%,2.356
0500000US47155,Tennessee,"Sevier County, Tennessee",2.45%,2.519
0500000US47157,Tennessee,"Shelby County, Tennessee",2.45%,2.427
0500000US47159,Tennessee,"Smith County, Tennessee",2.45%,2.514
0500000US47161,Tennessee,"Stewart County, Tennessee",2.45%,2.43
0500000US47163,Tennessee,"Sullivan County, Tennessee",2.45%,2.47
0500000US47165,Tennessee,"Sumner County, Tennessee",2.45%,2.326
0500000US47167,Tennessee,"Tipton County, Tennessee",2.45%,2.62
0500000US47169,Tennessee,"Trousdale County, Tennessee",2.45%,2.618
0500000US47171,Tennessee,"Unicoi County, Tennessee",2.45%,2.184
0500000US47173,Tennessee,"Union County, Tennessee",2.45%,2.386
0500000US47175,Tennessee,"Van Buren County, Tennessee",2.45%,2.381
0500000US47177,Tennessee,"Warren County, Tennessee",2.45%,2.57
0500000US47179,Tennessee,"Washington County, Tennessee",2.45%,2.282
0500000US47181,Tennessee,"Wayne County, Tennessee",2.45%,2.395
0500000US47183,Tennessee,"Weakley County, Tennessee",2.45%,2.397
0500000US47185,Tennessee,"White County, Tennessee",2.45%,2.635
0500000US47187,Tennessee,"Williamson County, Tennessee",2.45%,2.501
0500000US47189,Tennessee,"Wilson County, Tennessee",2.45%,2.493
0500000US48001,Texas,"Anderson County, Texas",1.80%,1.841
0500000US48003,Texas,"Andrews County, Texas",1.80%,1.8
0500000US48005,Texas,"Angelina County, Texas",1.80%,1.814
0500000US48007,Texas,"Aransas County, Texas",1.80%,1.724
0500000US48009,Texas,"Archer County, Texas",1.80%,1.69
0500000US48013,Texas,"Atascosa County, Texas",1.80%,1.667
0500000US48015,Texas,"Austin County, Texas",1.80%,1.805
0500000US48017,Texas,"Bailey County, Texas",1.80%,1.81
0500000US48019,Texas,"Bandera County, Texas",1.80%,1.806
0500000US48021,Texas,"Bastrop County, Texas",1.80%,1.852
0500000US48023,Texas,"Baylor County, Texas",1.80%,1.784
0500000US48025,Texas,"Bee County, Texas",1.80%,1.877
0500000US48027,Texas,"Bell County, Texas",1.80%,1.679
0500000US48029,Texas,"Bexar County, Texas",1.80%,1.798
0500000US48031,Texas,"Blanco County, Texas",1.80%,1.705
0500000US48035,Texas,"Bosque County, Texas",1.80%,1.791
0500000US48037,Texas,"Bowie County, Texas",1.80%,1.69
0500000US48039,Texas,"Brazoria County, Texas",1.80%,1.815
0500000US48041,Texas,"Brazos County, Texas",1.80%,1.9
0500000US48043,Texas,"Brewster County, Texas",1.80%,1.835
0500000US48047,Texas,"Brooks County, Texas",1.80%,1.778
0500000US48049,Texas,"Brown County, Texas",1.80%,1.96
0500000US48051,Texas,"Burleson County, Texas",1.80%,1.805
0500000US48053,Texas,"Burnet County, Texas",1.80%,1.832
0500000US48055,Texas,"Caldwell County, Texas",1.80%,1.813
0500000US48057,Texas,"Calhoun County, Texas",1.80%,1.652
0500000US48059,Texas,"Callahan County, Texas",1.80%,1.739
0500000US48061,Texas,"Cameron County, Texas",1.80%,1.783
0500000US48063,Texas,"Camp County, Texas",1.80%,1.775
0500000US48065,Texas,"Carson County, Texas",1.80%,1.866
0500000US48067,Texas,"Cass County, Texas",1.80%,1.828
0500000US48069,Texas,"Castro County, Texas",1.80%,1.912
0500000US48071,Texas,"Chambers County, Texas",1.80%,1.808
0500000US48073,Texas,"Cherokee County, Texas",1.80%,1.769
0500000US48075,Texas,"Childress County, Texas",1.80%,1.779
0500000US48077,Texas,"Clay County, Texas",1.80%,1.849
0500000US48079,Texas,"Cochran County, Texas",1.80%,1.662
0500000US48081,Texas,"Coke County, Texas",1.80%,1.847
0500000US48083,Texas,"Coleman County, Texas",1.80%,1.633
0500000US48085,Texas,"Collin County, Texas",1.80%,1.79
0500000US48087,Texas,"Collingsworth County, Texas",1.80%,1.797
0500000US48089,Texas,"Colorado County, Texas",1.80%,1.921
0500000US48091,Texas,"Comal County, Texas",1.80%,1.75
0500000US48093,Texas,"Comanche County, Texas",1.80%,1.776
0500000US48095,Texas,"Concho County, Texas",1.80%,1.631
0500000US48097,Texas,"Cooke County, Texas",1.80%,1.712
0500000US48099,Texas,"Coryell County, Texas",1.80%,1.881
0500000US48103,Texas,"Crane County, Texas",1.80%,1.758
0500000US48107,Texas,"Crosby County, Texas",1.80%,1.838
0500000US48109,Texas,"Culberson County, Texas",1.80%,1.913
0500000US48111,Texas,"Dallam County, Texas",1.80%,1.85
0500000US48113,Texas,"Dallas County, Texas",1.80%,1.767
0500000US48115,Texas,"Dawson County, Texas",1.80%,1.701
0500000US48117,Texas,"Deaf Smith County, Texas",1.80%,1.718
0500000US48119,Texas,"Delta County, Texas",1.80%,1.876
0500000US48121,Texas,"Denton County, Texas",1.80%,1.935
0500000US48123,Texas,"DeWitt County, Texas",1.80%,1.798
0500000US48125,Texas,"Dickens County, Texas",1.80%,1.715
0500000US48127,Texas,"Dimmit County, Texas",1.80%,1.878
0500000US48129,Texas,"Donley County, Texas",1.80%,1.772
0500000US48131,Texas,"Duval County, Texas",1.80%,1.781
0500000US48133,Texas,"Eastland County, Texas",1.80%,1.777
0500000US48135,Texas,"Ector County, Texas",1.80%,1.727
0500000US48139,Texas,"Ellis County, Texas",1.80%,1.828
0500000US48141,Texas,"El Paso County, Texas",1.80%,1.712
0500000US48143,Texas,"Erath County, Texas",1.80%,1.709
0500000US48145,Texas,"Falls County, Texas",1.80%,1.778
0500000US48147,Texas,"Fannin County, Texas",1.80%,1.887
0500000US48149,Texas,"Fayette County, Texas",1.80%,1.813
0500000US48151,Texas,"Fisher County, Texas",1.80%,1.807
0500000US48153,Texas,"Floyd County, Texas",1.80%,1.851
0500000US48157,Texas,"Fort Bend County, Texas",1.80%,1.769
0500000US48159,Texas,"Franklin County, Texas",1.80%,1.89
0500000US48161,Texas,"Freestone County, Texas",1.80%,1.639
0500000US48163,Texas,"Frio County, Texas",1.80%,1.809
0500000US48165,Texas,"Gaines County, Texas",1.80%,1.85
0500000US48167,Texas,"Galveston County, Texas",1.80%,1.815
0500000US48171,Texas,"Gillespie County, Texas",1.80%,1.85
0500000US48175,Texas,"Goliad County, Texas",1.80%,1.783
0500000US48177,Texas,"Gonzales County, Texas",1.80%,1.785
0500000US48179,Texas,"Gray County, Texas",1.80%,1.786
0500000US48181,Texas,"Grayson County, Texas",1.80%,1.814
0500000US48183,Texas,"Gregg County, Texas",1.80%,1.661
0500000US48185,Texas,"Grimes County, Texas",1.80%,1.846
0500000US48187,Texas,"Guadalupe County, Texas",1.80%,1.769
0500000US48189,Texas,"Hale County, Texas",1.80%,1.649
0500000US48191,Texas,"Hall County, Texas",1.80%,1.739
0500000US48193,Texas,"Hamilton County, Texas",1.80%,1.741
0500000US48195,Texas,"Hansford County, Texas",1.80%,1.864
0500000US48197,Texas,"Hardeman County, Texas",1.80%,1.828
0500000US48199,Texas,"Hardin County, Texas",1.80%,1.701
0500000US48201,Texas,"Harris County, Texas",1.80%,1.829
0500000US48203,Texas,"Harrison County, Texas",1.80%,2.008
0500000US48205,Texas,"Hartley County, Texas",1.80%,1.761
0500000US48207,Texas,"Haskell County, Texas",1.80%,1.759
0500000US48209,Texas,"Hays County, Texas",1.80%,1.77
0500000US48211,Texas,"Hemphill County, Texas",1.80%,1.876
0500000US48213,Texas,"Henderson County, Texas",1.80%,1.71
0500000US48215,Texas,"Hidalgo County, Texas",1.80%,1.72
0500000US48217,Texas,"Hill County, Texas",1.80%,1.786
0500000US48219,Texas,"Hockley County, Texas",1.80%,1.845
0500000US48221,Texas,"Hood County, Texas",1.80%,1.799
0500000US48223,Texas,"Hopkins County, Texas",1.80%,1.878
0500000US48225,Texas,"Houston County, Texas",1.80%,1.751
0500000US48227,Texas,"Howard County, Texas",1.80%,1.726
0500000US48229,Texas,"Hudspeth County, Texas",1.80%,1.823
0500000US48231,Texas,"Hunt County, Texas",1.80%,1.943
0500000US48233,Texas,"Hutchinson County, Texas",1.80%,1.636
0500000US48237,Texas,"Jack County, Texas",1.80%,1.752
0500000US48239,Texas,"Jackson County, Texas",1.80%,1.762
0500000US48241,Texas,"Jasper County, Texas",1.80%,1.724
0500000US48243,Texas,"Jeff Davis County, Texas",1.80%,1.775
0500000US48245,Texas,"Jefferson County, Texas",1.80%,1.769
0500000US48247,Texas,"Jim Hogg County, Texas",1.80%,1.813
0500000US48249,Texas,"Jim Wells County, Texas",1.80%,1.704
0500000US48251,Texas,"Johnson County, Texas",1.80%,1.81
0500000US48253,Texas,"Jones County, Texas",1.80%,1.813
0500000US48255,Texas,"Karnes County, Texas",1.80%,1.88
0500000US48257,Texas,"Kaufman County, Texas",1.80%,1.732
0500000US48259,Texas,"Kendall County, Texas",1.80%,1.805
0500000US48265,Texas,"Kerr County, Texas",1.80%,1.939
0500000US48267,Texas,"Kimble County, Texas",1.80%,1.905
0500000US48271,Texas,"Kinney County, Texas",1.80%,1.823
0500000US48273,Texas,"Kleberg County, Texas",1.80%,1.744
0500000US48275,Texas,"Knox County, Texas",1.80%,1.865
0500000US48277,Texas,"Lamar County, Texas",1.80%,1.793
0500000US48279,Texas,"Lamb County, Texas",1.80%,1.913
0500000US48281,Texas,"Lampasas County, Texas",1.80%,1.824
0500000US48285,Texas,"Lavaca County, Texas",1.80%,1.804
0500000US48287,Texas,"Lee County, Texas",1.80%,1.754
0500000US48289,Texas,"Leon County, Texas",1.80%,1.801
0500000US48291,Texas,"Liberty County, Texas",1.80%,1.908
0500000US48293,Texas,"Limestone County, Texas",1.80%,1.724
0500000US48295,Texas,"Lipscomb County, Texas",1.80%,1.685
0500000US48297,Texas,"Live Oak County, Texas",1.80%,1.903
0500000US48299,Texas,"Llano County, Texas",1.80%,1.886
0500000US48303,Texas,"Lubbock County, Texas",1.80%,1.829
0500000US48305,Texas,"Lynn County, Texas",1.80%,1.67
0500000US48307,Texas,"McCulloch County, Texas",1.80%,1.77
0500000US48309,Texas,"McLennan County, Texas",1.80%,1.923
0500000US48313,Texas,"Madison County, Texas",1.80%,1.99
0500000US48315,Texas,"Marion County, Texas",1.80%,1.809
0500000US48317,Texas,"Martin County, Texas",1.80%,1.819
0500000US48319,Texas,"Mason County, Texas",1.80%,1.737
0500000US48321,Texas,"Matagorda County, Texas",1.80%,1.814
0500000US48323,Texas,"Maverick County, Texas",1.80%,1.695
0500000US48325,Texas,"Medina County, Texas",1.80%,1.79
0500000US48327,Texas,"Menard County, Texas",1.80%,1.859
0500000US48329,Texas,"Midland County, Texas",1.80%,1.837
0500000US48331,Texas,"Milam County, Texas",1.80%,1.923
0500000US48333,Texas,"Mills County, Texas",1.80%,1.733
0500000US48335,Texas,"Mitchell County, Texas",1.80%,1.886
0500000US48337,Texas,"Montague County, Texas",1.80%,1.79
0500000US48339,Texas,"Montgomery County, Texas",1.80%,1.827
0500000US48341,Texas,"Moore County, Texas",1.80%,1.762
0500000US48343,Texas,"Morris County, Texas",1.80%,1.768
0500000US48347,Texas,"Nacogdoches County, Texas",1.80%,1.689
0500000US48349,Texas,"Navarro County, Texas",1.80%,1.963
0500000US48351,Texas,"Newton County, Texas",1.80%,1.785
0500000US48353,Texas,"Nolan County, Texas",1.80%,1.9
0500000US48355,Texas,"Nueces County, Texas",1.80%,1.791
0500000US48357,Texas,"Ochiltree County, Texas",1.80%,1.634
0500000US48359,Texas,"Oldham County, Texas",1.80%,1.751
0500000US48361,Texas,"Orange County, Texas",1.80%,1.744
0500000US48363,Texas,"Palo Pinto County, Texas",1.80%,1.643
0500000US48365,Texas,"Panola County, Texas",1.80%,1.828
0500000US48367,Texas,"Parker County, Texas",1.80%,1.82
0500000US48369,Texas,"Parmer County, Texas",1.80%,1.701
0500000US48371,Texas,"Pecos County, Texas",1.80%,1.827
0500000US48373,Texas,"Polk County, Texas",1.80%,1.857
0500000US48375,Texas,"Potter County, Texas",1.80%,1.795
0500000US48377,Texas,"Presidio County, Texas",1.80%,1.965
0500000US48379,Texas,"Rains County, Texas",1.80%,1.755
0500000US48381,Texas,"Randall County, Texas",1.80%,1.784
0500000US48383,Texas,"Reagan County, Texas",1.80%,1.724
0500000US48385,Texas,"Real County, Texas",1.80%,1.787
0500000US48387,Texas,"Red River County, Texas",1.80%,1.827
0500000US48389,Texas,"Reeves County, Texas",1.80%,1.837
0500000US48391,Texas,"Refugio County, Texas",1.80%,1.902
0500000US48395,Texas,"Robertson County, Texas",1.80%,1.761
0500000US48397,Texas,"Rockwall County, Texas",1.80%,1.71
0500000US48399,Texas,"Runnels County, Texas",1.80%,1.713
0500000US48401,Texas,"Rusk County, Texas",1.80%,1.702
0500000US48403,Texas,"Sabine County, Texas",1.80%,1.797
0500000US48405,Texas,"San Augustine County, Texas",1.80%,1.806
0500000US48407,Texas,"San Jacinto County, Texas",1.80%,1.852
0500000US48409,Texas,"San Patricio County, Texas",1.80%,2.005
0500000US48411,Texas,"San Saba County, Texas",1.80%,1.81
0500000US48413,Texas,"Schleicher County, Texas",1.80%,1.883
0500000US48415,Texas,"Scurry County, Texas",1.80%,1.839
0500000US48417,Texas,"Shackelford County, Texas",1.80%,1.865
0500000US48419,Texas,"Shelby County, Texas",1.80%,1.89
0500000US48421,Texas,"Sherman County, Texas",1.80%,1.875
0500000US48423,Texas,"Smith County, Texas",1.80%,1.803
0500000US48425,Texas,"Somervell County, Texas",1.80%,1.794
0500000US48427,Texas,"Starr County, Texas",1.80%,1.751
0500000US48429,Texas,"Stephens County, Texas",1.80%,1.797
0500000US48435,Texas,"Sutton County, Texas",1.80%,1.882
0500000US48437,Texas,"Swisher County, Texas",1.80%,1.774
0500000US48439,Texas,"Tarrant County, Texas",1.80%,1.804
0500000US48441,Texas,"Taylor County, Texas",1.80%,1.81
0500000US48445,Texas,"Terry County, Texas",1.80%,1.868
0500000US48449,Texas,"Titus County, Texas",1.80%,1.718
0500000US48451,Texas,"Tom Green County, Texas",1.80%,1.799
0500000US48453,Texas,"Travis County, Texas",1.80%,1.895
0500000US48455,Texas,"Trinity County, Texas",1.80%,1.814
0500000US48457,Texas,"Tyler County, Texas",1.80%,1.778
0500000US48459,Texas,"Upshur County, Texas",1.80%,1.655
0500000US48461,Texas,"Upton County, Texas",1.80%,1.807
0500000US48463,Texas,"Uvalde County, Texas",1.80%,1.877
0500000US48465,Texas,"Val Verde County, Texas",1.80%,1.941
0500000US48467,Texas,"Van Zandt County, Texas",1.80%,1.771
0500000US48469,Texas,"Victoria County, Texas",1.80%,1.886
0500000US48471,Texas,"Walker County, Texas",1.80%,1.8
0500000US48473,Texas,"Waller County, Texas",1.80%,1.867
0500000US48475,Texas,"Ward County, Texas",1.80%,1.779
0500000US48477,Texas,"Washington County, Texas",1.80%,1.602
0500000US48479,Texas,"Webb County, Texas",1.80%,1.81
0500000US48481,Texas,"Wharton County, Texas",1.80%,1.823
0500000US48483,Texas,"Wheeler County, Texas",1.80%,1.759
0500000US48485,Texas,"Wichita County, Texas",1.80%,1.856
0500000US48487,Texas,"Wilbarger County, Texas",1.80%,1.767
0500000US48489,Texas,"Willacy County, Texas",1.80%,1.716
0500000US48491,Texas,"Williamson County, Texas",1.80%,1.876
0500000US48493,Texas,"Wilson County, Texas",1.80%,1.738
0500000US48495,Texas,"Winkler County, Texas",1.80%,1.864
0500000US48497,Texas,"Wise County, Texas",1.80%,1.724
0500000US48499,Texas,"Wood County, Texas",1.80%,1.827
0500000US48501,Texas,"Yoakum County, Texas",1.80%,1.722
0500000US48503,Texas,"Young County, Texas",1.80%,1.808
0500000US48505,Texas,"Zapata County, Texas",1.80%,1.89
0500000US48507,Texas,"Zavala County, Texas",1.80%,1.763
0500000US48269,Texas,"King County, Texas",1.80%,1.837
0500000US48033,Texas,"Borden County, Texas",1.80%,1.79
0500000US48045,Texas,"Briscoe County, Texas",1.80%,1.868
0500000US48169,Texas,"Garza County, Texas",1.80%,1.767
0500000US48235,Texas,"Irion County, Texas",1.80%,1.745
0500000US48261,Texas,"Kenedy County, Texas",1.80%,1.863
0500000US48393,Texas,"Roberts County, Texas",1.80%,1.853
0500000US48443,Texas,"Terrell County, Texas",1.80%,1.837
0500000US48173,Texas,"Glasscock County, Texas",1.80%,1.814
0500000US48431,Texas,"Sterling County, Texas",1.80%,1.795
0500000US48263,Texas,"Kent County, Texas",1.80%,1.85
0500000US48301,Texas,"Loving County, Texas",1.80%,1.697
0500000US48433,Texas,"Stonewall County, Texas",1.80%,1.945
0500000US48155,Texas,"Foard County, Texas",1.80%,1.715
0500000US48311,Texas,"McMullen County, Texas",1.80%,1.792
0500000US48101,Texas,"Cottle County, Texas",1.80%,1.744
0500000US48345,Texas,"Motley County, Texas",1.80%,1.859
0500000US48011,Texas,"Armstrong County, Texas",1.80%,1.871
0500000US48105,Texas,"Crockett County, Texas",1.80%,1.878
0500000US48447,Texas,"Throckmorton County, Texas",1.80%,1.791
0500000US48137,Texas,"Edwards County, Texas",1.80%,1.732
0500000US48283,Texas,"La Salle County, Texas",1.80%,1.869
0500000US49001,Utah,"Beaver County, Utah",0.73%,0.735
0500000US49003,Utah,"Box Elder County, Utah",0.73%,0.702
0500000US49005,Utah,"Cache County, Utah",0.73%,0.755
0500000US49007,Utah,"Carbon County, Utah",0.73%,0.727
0500000US49011,Utah,"Davis County, Utah",0.73%,0.714
0500000US49013,Utah,"Duchesne County, Utah",0.73%,0.708
0500000US49015,Utah,"Emery County, Utah",0.73%,0.746
0500000US49017,Utah,"Garfield County, Utah",0.73%,0.687
0500000US49019,Utah,"Grand County, Utah",0.73%,0.723
0500000US49021,Utah,"Iron County, Utah",0.73%,0.745
0500000US49023,Utah,"Juab County, Utah",0.73%,0.78
0500000US49025,Utah,"Kane County, Utah",0.73%,0.745
0500000US49027,Utah,"Millard County, Utah",0.73%,0.7
0500000US49029,Utah,"Morgan County, Utah",0.73%,0.729
0500000US49033,Utah,"Rich County, Utah",0.73%,0.727
0500000US49035,Utah,"Salt Lake County, Utah",0.73%,0.793
0500000US49037,Utah,"San Juan County, Utah",0.73%,0.693
0500000US49039,Utah,"Sanpete County, Utah",0.73%,0.716
0500000US49041,Utah,"Sevier County, Utah",0.73%,0.742
0500000US49043,Utah,"Summit County, Utah",0.73%,0.765
0500000US49045,Utah,"Tooele County, Utah",0.73%,0.744
0500000US49047,Utah,"Uintah County, Utah",0.73%,0.794
0500000US49049,Utah,"Utah County, Utah",0.73%,0.694
0500000US49051,Utah,"Wasatch County, Utah",0.73%,0.766
0500000US49053,Utah,"Washington County, Utah",0.73%,0.715
0500000US49055,Utah,"Wayne County, Utah",0.73%,0.698
0500000US49057,Utah,"Weber County, Utah",0.73%,0.737
0500000US49009,Utah,"Daggett County, Utah",0.73%,0.693
0500000US49031,Utah,"Piute County, Utah",0.73%,0.7
0500000US50001,Vermont,"Addison County, Vermont",0.14%,0.138
0500000US50003,Vermont,"Bennington County, Vermont",0.14%,0.132
0500000US50005,Vermont,"Caledonia County, Vermont",0.14%,0.141
0500000US50007,Vermont,"Chittenden County, Vermont",0.14%,0.144
0500000US50009,Vermont,"Essex County, Vermont",0.14%,0.141
0500000US50011,Vermont,"Franklin County, Vermont",0.14%,0.136
0500000US50013,Vermont,"Grand Isle County, Vermont",0.14%,0.142
0500000US50015,Vermont,"Lamoille County, Vermont",0.14%,0.139
0500000US50017,Vermont,"Orange County, Vermont",0.14%,0.141
0500000US50019,Vermont,"Orleans County, Vermont",0.14%,0.143
0500000US50021,Vermont,"Rutland County, Vermont",0.14%,0.141
0500000US50023,Vermont,"Washington County, Vermont",0.14%,0.14
0500000US50025,Vermont,"Windham County, Vermont",0.14%,0.136
0500000US50027,Vermont,"Windsor County, Vermont",0.14%,0.147
0500000US51001,Virginia,"Accomack County, Virginia",0.33%,0.331
0500000US51003,Virginia,"Albemarle County, Virginia",0.33%,0.319
0500000US51005,Virginia,"Alleghany County, Virginia",0.33%,0.332
0500000US51007,Virginia,"Amelia County, Virginia",0.33%,0.32
0500000US51009,Virginia,"Amherst County, Virginia",0.33%,0.315
0500000US51011,Virginia,"Appomattox County, Virginia",0.33%,0.323
0500000US51013,Virginia,"Arlington County, Virginia",0.33%,0.337
0500000US51015,Virginia,"Augusta County, Virginia",0.33%,0.313
0500000US51017,Virginia,"Bath County, Virginia",0.33%,0.325
0500000US51019,Virginia,"Bedford County, Virginia",0.33%,0.337
0500000US51021,Virginia,"Bland County, Virginia",0.33%,0.325
0500000US51023,Virginia,"Botetourt County, Virginia",0.33%,0.344
0500000US51025,Virginia,"Brunswick County, Virginia",0.33%,0.32
0500000US51027,Virginia,"Buchanan County, Virginia",0.33%,0.317
0500000US51029,Virginia,"Buckingham County, Virginia",0.33%,0.329
0500000US51031,Virginia,"Campbell County, Virginia",0.33%,0.354
0500000US51033,Virginia,"Caroline County, Virginia",0.33%,0.336
0500000US51035,Virginia,"Carroll County, Virginia",0.33%,0.336
0500000US51036,Virginia,"Charles City County, Virginia",0.33%,0.353
0500000US51037,Virginia,"Charlotte County, Virginia",0.33%,0.334
0500000US51041,Virginia,"Chesterfield County, Virginia",0.33%,0.337
0500000US51043,Virginia,"Clarke County, Virginia",0.33%,0.355
0500000US51045,Virginia,"Craig County, Virginia",0.33%,0.337
0500000US51047,Virginia,"Culpeper County, Virginia",0.33%,0.336
0500000US51049,Virginia,"Cumberland County, Virginia",0.33%,0.338
0500000US51051,Virginia,"Dickenson County, Virginia",0.33%,0.315
0500000US51053,Virginia,"Dinwiddie County, Virginia",0.33%,0.333
